Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
7.01,1.06,13.8,Yellow,12,7,False
11.71,3.57,15.07,Red,2,11,True
8.32,2.19,15.2,Red,11,10,False
8.59,1.83,9.45,Purple,18,12,True
9.76,2.38,12.86,Yellow,4,4,True
3.38,3.59,9.02,Green,3,2,False
8.76,3.23,8.35,Pink,6,5,False
9.22,1.75,9.67,Green,15,12,False
3.16,1,8.74,Yellow,13,14,False
2.84,2.46,15.42,Purple,1,10,False
5.71,2.02,13.22,Orange,2,3,False
2.87,2.02,12.86,Red,8,9,False
8.04,1.8,12.9,Pink,7,9,False
7.74,3.47,8.9,Blue,13,11,True
8.59,2.39,5.18,Yellow,8,13,True
4.72,3.74,13.89,Purple,7,7,False
2.3,5.09,15.4,Red,12,7,True
3.42,1.93,14.86,Green,3,9,False
8.11,2.89,13.19,Red,1,2,False
6.1,3.17,13.31,Red,7,1,False
6.87,3.75,11.69,Orange,1,14,False
5.59,2.71,15.27,Pink,2,13,False
5.43,3.44,8.71,Red,15,11,False
5.4,2.87,10.7,Green,15,6,False
7.19,3.78,11.07,Red,7,8,False
8.05,3.68,11.47,Pink,15,5,False
4.03,3.51,12.82,Orange,14,5,False
5.4,3.53,10.55,Pink,14,6,True
9.48,1.98,11.64,Red,11,3,True
5.51,2.28,15.79,Green,5,6,False
2.57,3.14,8.4,Red,10,7,False
9.73,2.79,10.21,Green,3,2,False
2.69,2.87,8.7,Pink,4,15,False
2.35,2.32,15.44,Orange,8,7,False
7.94,4,11.08,Yellow,3,1,False
9.48,1.81,15.7,Pink,10,13,False
9.2,3.88,9.57,Yellow,5,3,False
6.72,1.26,11.76,Yellow,11,13,False
7.95,1.99,14.28,Red,10,8,False
3.97,2.71,9.71,Blue,13,5,False
9.7,1.65,10.55,Green,12,6,False
2.31,2.47,15.15,Red,10,4,False
8.28,1.81,11.77,Orange,3,7,False
4.36,2.78,15.63,Green,9,15,True
2.01,3.17,15.6,Green,3,12,False
6.93,1.77,12.63,Green,14,12,False
3.46,3.98,9.14,Green,10,12,False
8.07,3.12,8.62,Yellow,10,3,False
5.13,3.87,13.56,Green,1,6,False
2.01,3.24,8.7,Blue,15,13,False
8.47,1.77,14.27,Green,14,4,False
9.83,1.52,14.67,Blue,9,5,False
8.82,1.13,10.36,Blue,6,15,False
7.54,2.29,5.15,Green,12,15,True
3.27,3.51,13.54,Yellow,7,11,False
8.92,3.18,8.59,Purple,6,12,True
3.83,1.2,14.88,Blue,11,8,False
4.74,2.78,13.87,Orange,15,4,False
2.91,3.07,13.88,Orange,1,13,False
3.46,3.76,14.13,Orange,15,7,False
4.91,1.6,13.65,Green,3,11,False
8.35,3.42,10.77,Red,14,8,False
2.2,2.3,13,Blue,3,11,False
5.82,3.65,13.26,Purple,5,14,False
3.83,2.93,10.14,Yellow,8,4,True
7.93,3.28,10.2,Yellow,12,1,False
10.46,5.05,8.43,Yellow,4,15,True
2.01,1.94,10.31,Green,1,3,False
4.86,2.88,10.87,Orange,14,14,False
7.07,1.86,8.07,Yellow,13,15,True
8.15,3.3,8.55,Blue,10,1,False
8.1,1.84,11.06,Orange,4,6,False
7.87,1.92,9.45,Orange,12,7,False
4.11,2.09,15.28,Green,7,5,False
5.53,2.25,9.36,Blue,9,15,False
2.78,2.36,8,Green,12,2,False
3.27,1.78,10.86,Purple,4,12,False
9.43,2.3,15.02,Green,15,14,True
11.93,3.5,7.84,Blue,15,10,True
4.96,3.39,10.72,Green,12,9,False
6.08,1.93,14.58,Green,12,8,False
4.43,1.69,12.78,Red,1,2,False
8.96,3.62,14.25,Purple,5,8,False
2.19,1.47,15.23,Pink,13,14,False
5.78,1.06,11.18,Purple,6,5,False
6.96,3.63,11.68,Green,6,13,False
5.1,1.99,4.48,Blue,10,13,True
6.69,2.57,14.62,Orange,11,13,False
10.14,3.59,9.58,Orange,13,10,True
6.08,3.73,13.36,Purple,15,6,False
4.93,2.74,9.14,Blue,3,8,False
8.77,2.33,9.58,Yellow,9,14,False
3.85,2.75,14.48,Green,3,12,False
4.1,2.33,15.33,Green,9,15,False
8.59,2.01,15.78,Yellow,9,14,False
10.44,2.4,14.56,Red,13,8,True
4.69,1.16,13.69,Purple,8,9,False
8.01,3.87,9.47,Pink,5,11,True
8.96,3.52,10.57,Red,8,4,False
6.94,1.57,15.57,Red,13,12,False
4.09,2.24,8.12,Red,13,13,False
8.52,2.79,10.75,Pink,12,14,False
6.25,1.32,8.55,Green,13,14,True
8.47,1.43,8.12,Red,13,2,False
8.39,3.43,10.12,Green,11,9,False
9.76,3.96,12.1,Purple,2,1,False
2.61,2.27,14.43,Orange,2,1,False
4.28,3.24,12.19,Red,7,9,False
6.9,3.73,9.91,Yellow,2,1,False
7.51,3.05,9.62,Blue,13,5,False
4.63,1.42,14.9,Blue,11,1,False
8.49,3.25,7.4,Orange,4,13,True
2.14,3.59,15.58,Orange,8,6,True
8.91,2.3,9.73,Pink,3,14,False
5.26,3.61,8.14,Purple,11,12,False
4.59,3.45,14.75,Green,8,12,False
9.28,1.77,14.19,Yellow,9,5,False
2.52,2.39,15.11,Green,5,14,False
5.01,3.66,11.33,Blue,2,9,False
8.48,3.84,10.12,Green,3,13,False
6.82,1.19,12.77,Green,4,15,False
6.71,1.57,12.41,Green,14,6,False
2.43,3.47,10.46,Red,1,7,False
8.31,1.83,14.24,Red,8,5,False
8.17,1.81,15.99,Blue,5,17,True
3.18,3.65,14.78,Green,9,9,False
8.57,3.68,14.59,Red,3,14,False
5.96,3.3,11.68,Red,6,1,False
5.63,2.29,15.23,Blue,7,1,False
4.74,2.48,8.3,Yellow,11,14,False
4.1,1.91,13.34,Green,6,3,False
7.21,3.22,13.23,Blue,2,11,False
9.83,3.55,9.14,Red,14,17,True
5.86,3.45,14.92,Purple,5,13,False
9.95,3.74,13.27,Red,12,2,True
8.4,3.44,8.23,Blue,8,10,False
9.59,3.08,14.7,Purple,5,4,False
6.06,1.14,12.65,Pink,13,15,False
7.82,1.48,15.59,Blue,1,3,False
2.85,2.57,9.61,Green,8,12,False
7.18,3.47,15.1,Purple,4,1,False
9.43,3.85,4.19,Blue,12,19,True
3.91,2.49,8.64,Red,10,5,False
9.39,1.95,8.08,Purple,13,7,False
9.87,1.11,8.02,Blue,3,8,False
4.12,3.81,13.25,Green,4,5,False
8.63,2.07,10.13,Green,12,15,False
6.13,1.73,12.7,Blue,11,14,False
9.97,3.29,14.83,Green,13,10,True
6.79,1.25,15.12,Red,10,5,False
4.43,3.52,9.53,Purple,10,6,False
10.16,3.22,8.86,Red,10,14,True
2.07,2.26,14.88,Yellow,9,3,False
8.16,3.7,13.38,Purple,5,6,False
4.9,1.81,14.62,Red,11,1,False
8.13,3.15,8.09,Red,2,13,True
8.49,1.51,10.56,Blue,6,8,False
4.08,3.99,14.84,Green,10,5,False
9.08,2.9,8.68,Green,10,14,False
2.72,1.27,11.21,Blue,14,12,False
6.7,1.85,15.31,Red,2,8,False
7.39,1.65,14.59,Purple,7,5,False
9.34,3.57,9.5,Purple,6,10,False
4.26,3.24,15.19,Orange,1,9,False
4.57,2.13,15.41,Orange,10,9,False
6.91,3.46,12.45,Orange,13,13,True
6.91,2.83,14.21,Yellow,12,10,True
2.21,2.75,9.08,Yellow,15,9,False
8.08,2.66,10.48,Orange,9,12,False
6.26,1.39,9.04,Red,5,1,False
6.94,5.19,8.26,Green,12,19,True
2.21,2.39,12.89,Green,3,7,False
4.27,3.1,15.2,Green,10,9,False
8.1,1.76,8.4,Pink,3,6,False
3.59,2.43,14.76,Green,7,15,False
8.27,2.61,14.07,Blue,1,13,False
4.51,3.6,9.17,Blue,5,6,False
8.81,3.84,12.7,Orange,7,1,False
4.64,3.17,10.52,Yellow,1,5,False
4.56,1.81,15,Blue,2,12,False
6.75,2.84,11.94,Blue,4,1,False
9.31,3.25,14.06,Green,12,4,False
3.67,3.5,13.11,Orange,14,1,False
8.74,5.59,14.26,Yellow,14,11,True
7,3.55,11.26,Yellow,4,2,False
9.1,3.48,12.54,Pink,14,1,False
6.85,2.88,12.21,Orange,6,9,False
4.75,1.92,8.32,Purple,7,5,True
9.93,3.65,6.11,Blue,18,5,True
8.97,5.48,9.06,Orange,3,18,True
5.92,1.08,8.23,Purple,2,11,False
3.78,2.35,14.83,Red,9,4,False
9.89,2.12,13.82,Green,1,11,False
5.21,1.99,13.32,Pink,2,10,False
8.12,2.22,14.47,Purple,15,10,False
9.38,2.93,13.6,Purple,9,8,False
4.21,3.49,12.21,Green,10,12,False
5.11,3.54,15.96,Orange,9,3,False
8.67,3.02,11.48,Green,10,13,True
8.35,2.12,9.32,Orange,15,13,False
3.26,2.49,9.4,Purple,17,10,True
4.52,1.12,9.4,Orange,8,11,False
8.65,1.52,14.1,Blue,1,12,False
9.05,2.44,8.9,Red,7,11,False
9.55,1.65,10.54,Purple,2,9,False
4.12,1.83,11.27,Green,17,13,True
2.75,3.15,14.59,Yellow,10,6,False
9.38,1.95,9.36,Purple,12,3,True
9.56,3,8.9,Blue,3,1,True
3.87,3.98,11.28,Yellow,9,13,False
3.51,3.13,8.62,Blue,7,8,True
9.82,1.02,13.1,Yellow,8,2,False
8.82,3.92,9.25,Pink,6,2,True
3.08,2.65,8.23,Orange,11,11,False
6.97,2.97,15.12,Green,4,6,False
8.12,2.48,8.78,Green,14,6,False
8.58,3.48,8.22,Blue,10,4,True
9.36,3.74,12.59,Blue,13,15,False
5.28,3.12,9.7,Purple,7,5,False
6.5,5.85,9.39,Yellow,14,8,True
6.5,1.59,8.36,Yellow,15,3,False
3.41,1.44,10.05,Red,12,14,False
2.14,2.63,12.15,Blue,12,1,False
9.42,2.33,14.44,Green,15,7,False
3.41,3.97,9.25,Red,1,2,False
9.94,2.59,13.97,Green,13,11,False
9.99,3.37,10.77,Pink,8,13,False
8.11,2.72,8.56,Blue,1,6,False
2.72,3.04,9.81,Yellow,1,11,True
9.75,2.16,10.33,Yellow,8,5,False
9.34,3.36,13.84,Yellow,15,16,True
7.15,1.38,15.97,Green,18,12,True
3.19,1.63,8.7,Yellow,7,9,True
6.54,3.38,12.89,Purple,13,1,True
8.76,5.12,15.07,Pink,11,5,True
8.54,1.45,10.49,Blue,14,7,False
8.47,2.9,11.07,Purple,11,5,False
10.43,2.56,6.01,Yellow,10,11,True
2.93,2.39,15.69,Pink,3,10,False
5.13,2.96,11.14,Blue,5,3,False
2.06,1.53,10.37,Orange,10,7,False
6.94,1.64,8.67,Green,13,4,False
9.93,1.08,14.43,Orange,1,1,False
2.74,1.2,15.23,Purple,1,10,False
9.19,2.36,11.65,Yellow,6,10,False
7.94,3.3,15.34,Red,11,5,True
5.31,1.57,8.86,Blue,1,5,False
6.57,1.33,15.17,Pink,12,10,False
9.23,2.15,9.31,Orange,2,4,False
4.58,2.43,11.05,Red,13,5,True
6.68,2.58,15.03,Red,7,4,False
6.51,3.73,12.19,Green,14,4,False
9.15,1.81,14.81,Red,1,6,False
7.59,2.67,10.69,Purple,1,3,False
9.41,1.72,9.25,Orange,15,9,False
4.77,1.54,15.23,Purple,9,4,False
9.27,1.55,15.43,Green,4,10,False
11.2,3.18,10.45,Red,19,10,True
8.43,1.42,11.53,Green,15,3,False
4.77,2.69,12.56,Yellow,3,4,False
6.71,2.08,12.01,Orange,5,12,False
7.06,3.15,15.6,Orange,14,8,False
7.99,2.83,13.28,Pink,15,2,False
7.23,3.13,15.93,Yellow,5,3,False
3.75,1.99,10.95,Blue,14,6,True
2.17,1.47,11.72,Blue,7,5,False
10.5,3.35,13.26,Orange,8,5,True
6.77,3.44,13.17,Red,3,2,False
3.38,1.5,14.71,Purple,6,2,False
2.52,2.84,14.11,Red,12,14,False
10.35,2.51,7.93,Pink,15,11,True
2.11,3.44,10.17,Green,10,2,False
2.82,1.4,10.4,Pink,3,8,False
8.8,5.94,12.25,Pink,5,4,True
3.9,1.21,8.67,Blue,11,7,False
9.29,1.48,12.89,Pink,8,4,False
6.41,2.67,15.06,Green,8,10,False
9.2,3.24,6.26,Purple,7,5,True
3.77,2.97,15.82,Green,15,10,False
2.7,2.44,8.98,Pink,6,15,False
5.7,1.24,14.65,Red,5,6,False
5.08,1.61,11.41,Purple,6,4,False
10.19,5.65,14.4,Red,14,1,True
8.98,3.7,16,Yellow,6,14,False
3.08,3.56,10.05,Green,6,12,False
8.76,1.48,14.72,Yellow,5,9,False
8.38,1.88,9.78,Yellow,1,10,False
6.47,2.88,15.97,Purple,3,13,False
2.43,2.97,11.11,Blue,11,4,False
9.88,1.86,12.95,Blue,13,14,False
2.81,3.96,9.25,Pink,7,2,False
4.93,3.58,10.7,Green,10,14,False
9.26,2.69,8.53,Orange,7,18,True
4.57,1.47,11.06,Blue,8,9,False
4.56,3.05,11.12,Blue,8,5,False
8.98,1.7,11.28,Pink,12,2,False
8.75,3.86,9.82,Orange,13,11,False
6.65,1.14,10.28,Green,8,14,False
9.91,1.78,12.76,Red,8,15,True
2.86,3.66,12.5,Red,6,4,False
11.91,3.91,15.65,Blue,2,5,True
9.54,1.72,15.44,Orange,16,9,True
9.18,3.89,9.48,Blue,14,13,False
4.47,1.73,15.91,Green,8,5,False
4.2,1.52,13.03,Red,5,6,False
7.54,3.69,8.54,Green,14,3,False
5.73,2.13,15.42,Pink,5,11,False
8.48,3.75,15.52,Pink,3,6,False
8.84,1.11,9.26,Blue,1,1,False
8.35,3.27,15.27,Orange,6,15,False
6.16,2.82,14.11,Orange,2,1,False
6.8,3.48,9.61,Red,8,2,False
9.43,2.41,9.48,Red,14,4,False
9.46,2.79,9.03,Pink,4,10,False
4.34,3.76,11.39,Pink,3,12,False
8.91,2.35,9.73,Purple,9,13,False
7.63,1.78,12.22,Red,9,8,False
2.1,3.66,12.52,Yellow,12,13,False
6.33,3.51,12.57,Red,13,5,False
6.2,3.2,13.42,Green,12,13,False
9.07,2.53,11.7,Green,12,3,False
4.44,2.86,13.16,Yellow,10,11,True
3.35,2.38,13.67,Pink,1,7,False
8.68,1.18,8,Pink,14,4,False
6.31,3.55,9.04,Red,2,5,False
9.32,2.18,10.09,Blue,14,14,False
3.94,2.74,12.63,Yellow,13,13,False
2.82,1.72,15.54,Blue,15,7,False
10.71,3.94,11.01,Pink,1,11,True
2.14,3.61,12.33,Yellow,3,12,False
7.81,3,12.8,Purple,6,12,False
8.22,3.62,5.66,Orange,1,10,True
4.59,3.02,15.59,Yellow,1,4,False
3.08,3.44,6.66,Yellow,4,12,True
3.8,2.49,15.28,Orange,2,9,False
7.08,5.02,15.5,Pink,17,4,True
2.49,2.53,14.19,Purple,6,12,False
3.68,3.92,15.5,Orange,13,19,True
7.23,1.7,12.87,Yellow,1,3,False
2.86,3.46,12.84,Blue,2,9,False
5.15,1.64,15.02,Blue,15,4,False
2.11,2.92,12.25,Blue,15,3,False
9.51,2.22,9.64,Orange,7,12,False
4.36,1.73,13.62,Yellow,15,13,False
3.56,3.71,12.46,Purple,14,5,False
8.16,2.62,11.32,Purple,5,6,False
5.08,4.77,13.27,Green,15,13,True
5.18,3.98,8.55,Red,7,14,False
3.63,3.45,14.76,Purple,3,9,False
5.22,1.87,11.68,Purple,13,8,False
4.04,3.32,15.56,Yellow,11,6,False
3.32,2.08,14.44,Blue,8,3,False
3.94,3.5,8.21,Pink,8,15,False
8.29,2.4,8.89,Blue,12,12,False
2.46,3.77,10.13,Pink,17,11,True
4.83,1.47,9.65,Yellow,1,14,False
4.96,1.14,8.96,Blue,8,9,False
3.69,4.73,14.03,Yellow,12,17,True
7.54,1.61,10.86,Red,4,15,False
7.3,3.96,11.85,Pink,13,1,False
2.44,3.38,12.35,Red,11,6,False
9.67,1.84,12.77,Purple,4,14,False
2.89,2.48,12.37,Purple,6,7,False
2.05,3.29,15.08,Blue,10,10,False
9.48,1.54,15.56,Red,13,3,False
2.09,3.64,11.59,Yellow,2,11,False
9.94,2.2,13.25,Green,14,7,True
6.22,3.47,15.5,Orange,6,8,True
3.68,1.81,8.48,Orange,6,13,False
6.42,1.88,14.05,Orange,14,3,False
4.4,2.62,8.13,Yellow,8,14,True
2.39,2.65,11.05,Yellow,14,14,False
3.2,3.65,10.5,Red,12,13,False
5.19,3.02,9.89,Purple,7,4,False
6.34,3.68,15.64,Red,14,6,False
5.36,2.16,9.05,Pink,11,14,False
11.26,4.19,4.52,Green,14,8,True
5.12,3.22,9.04,Orange,12,14,False
4.82,1.1,12.08,Purple,2,10,False
2.28,2.66,14.87,Purple,9,1,False
9.54,1.64,11.27,Pink,3,3,False
6.76,2.02,9.78,Yellow,9,5,False
6.51,3.42,15.72,Green,5,3,False
5.5,3.44,8.32,Purple,5,13,False
9.6,3.85,12.67,Yellow,3,3,False
9.25,3.92,8.91,Purple,6,3,False
9.56,3.55,12.41,Yellow,15,7,False
5.33,3.26,12.22,Purple,12,7,False
9.05,2.98,9.74,Pink,12,1,False
6.98,1.76,15.27,Red,2,6,False
7.81,1.38,12.7,Green,10,3,False
9.14,1.38,8.36,Green,1,2,False
3.96,1.55,9.07,Yellow,9,5,False
7.35,1.36,12.79,Yellow,5,15,True
7.88,3.44,9.12,Pink,3,11,False
3.42,2.15,10.24,Yellow,4,11,False
5.83,2.89,14.9,Yellow,9,7,False
2.96,3.4,14.91,Orange,6,6,False
3.62,3.3,11.18,Yellow,6,15,False
5.74,1.41,12.61,Purple,8,9,False
2.43,3.92,9.68,Red,5,7,False
9.18,3.26,10.29,Yellow,1,12,False
4.5,2.52,11.92,Blue,6,4,False
8.57,2.41,8.26,Purple,4,15,False
3.31,3.02,13.09,Yellow,1,1,False
10.83,3.42,14.14,Blue,6,7,True
2.77,2.59,12.39,Red,6,9,False
11.3,2.35,15.82,Orange,8,13,True
5.79,3.27,11.39,Green,1,6,False
5.52,2.48,11.03,Orange,14,2,False
5.42,2.82,12.86,Red,2,1,False
7.06,2.79,14.48,Green,3,4,False
8.28,2.38,12,Blue,3,11,False
6.06,3.14,14.48,Green,3,3,False
8.89,2.51,8.4,Green,9,2,False
9.8,2.68,6.79,Yellow,8,12,True
4.72,3,9.86,Blue,18,1,True
5.28,3.98,14.94,Yellow,3,3,False
9.03,2.92,12.64,Red,15,14,False
4.28,3.89,15.78,Pink,3,1,False
7.71,2.17,12.08,Pink,8,9,False
7.47,4.48,12.42,Blue,10,2,True
6.71,3.87,10.44,Pink,14,1,False
10.13,3.44,12.98,Orange,11,13,True
6.01,3.27,10.9,Purple,7,3,False
9.17,2.13,12.47,Red,3,5,False
2.36,2.82,10.02,Orange,12,7,False
2.58,2.06,14.36,Blue,3,10,False
9.49,3.34,11.37,Red,4,5,False
9.42,2.33,14.29,Orange,5,10,False
5.62,2.56,9.73,Yellow,15,3,False
3.18,3.2,11.23,Orange,10,11,True
3.22,3.71,11.32,Red,6,9,False
9.85,1.79,9.85,Orange,1,10,False
7.93,3.23,8.89,Green,14,8,False
6.42,1.26,12.13,Pink,12,5,False
5.09,1.51,9.76,Green,15,8,False
8.14,2.15,8.68,Orange,4,1,False
8.81,1.69,5.15,Purple,6,15,True
9.71,3.43,10.31,Orange,2,8,False
9.81,2.97,9.58,Green,15,10,False
6.21,3.57,15.96,Blue,1,2,False
6.12,2.83,8.85,Blue,12,1,False
4.51,3.34,14.98,Orange,15,6,False
2.56,1.83,10.9,Orange,3,6,False
9.55,3.85,8.17,Pink,6,7,False
2.44,3.52,10.67,Red,5,13,False
9.75,2.98,13.27,Pink,6,3,False
3.16,3.27,13.25,Blue,6,13,False
4.13,1.71,15,Red,1,3,False
7.41,2.79,9.61,Yellow,15,13,False
5.93,2.78,10.64,Purple,10,6,False
6.98,3.96,10.74,Blue,15,11,True
5.4,1.95,15.22,Blue,15,14,False
3.05,2.28,9.47,Green,14,14,False
6.53,1.79,8.28,Purple,1,8,False
8.76,2.84,8.02,Orange,15,10,False
3.79,2.52,10.62,Orange,6,12,False
9.43,1.45,15.85,Pink,4,4,False
3.1,2.01,15.74,Green,5,10,False
3.6,3.02,14.87,Blue,3,8,False
7.7,3.43,13.21,Yellow,5,12,False
2.79,3.66,14.54,Yellow,4,3,False
2.36,3.91,14.37,Pink,14,4,False
9.73,3.79,15.09,Red,10,11,False
8.18,3.79,15.61,Red,2,9,False
6.17,3.69,9.15,Pink,15,5,True
9.93,3.76,13.93,Green,8,9,False
9.29,2.33,11.37,Orange,7,12,False
7.31,3.48,12.22,Yellow,2,12,False
7.33,1.63,10.57,Purple,9,3,False
7.64,2.53,8.16,Orange,5,2,False
9.83,2.56,13.57,Pink,12,2,False
7.76,2.4,12.29,Orange,10,6,False
5.64,3.83,10.5,Green,9,8,False
4.81,2.29,11.53,Blue,12,13,False
9.29,2.59,9.75,Pink,2,8,False
6.49,2.44,15.82,Blue,10,5,False
5.75,3.51,8.66,Green,6,9,False
6.8,3.38,11.81,Blue,14,2,False
3.69,3.57,9.56,Orange,3,12,False
9.56,3.86,14.34,Blue,12,12,False
2.46,3.23,13.1,Green,5,2,False
3.56,1.39,13.78,Orange,15,5,False
5.12,3.97,9.34,Yellow,9,4,True
7.73,3.98,15.62,Purple,7,9,False
9.38,2.24,14.31,Yellow,5,9,False
4.06,1.53,13.38,Yellow,8,13,False
2.55,3.42,11.51,Pink,10,14,False
5.31,2.41,13.01,Pink,6,2,False
2.3,2.31,14.64,Blue,1,13,False
5.77,2.26,12.84,Orange,15,3,False
5.54,3.84,10.7,Pink,10,11,True
6.14,3.17,11.03,Red,8,8,False
6.28,3.99,8.42,Orange,4,2,False
5.7,3.6,12.14,Pink,10,2,False
3.48,2.42,15.65,Orange,15,8,False
7.19,1.52,13.4,Blue,3,14,False
6.66,2.97,9.61,Purple,8,15,False
9.22,2.88,13.42,Blue,5,5,True
2.23,3.99,15.45,Green,15,12,False
4.16,5.86,5.38,Orange,17,9,True
3.49,2.02,15.31,Orange,2,13,False
3.14,1.51,8.6,Purple,9,12,False
8.48,1.17,14.09,Orange,11,2,True
4.74,1.13,11.89,Red,12,1,False
4.78,3.42,11.8,Red,14,14,False
9.4,5.41,12.87,Yellow,11,17,True
5.32,2.31,11.69,Orange,11,3,False
5.69,3.92,8.01,Purple,15,6,True
8.15,2.36,10.73,Purple,15,3,False
2.89,1.15,13.37,Green,8,11,False
5.4,2.04,12.53,Purple,9,4,False
4.63,3.69,15.31,Blue,10,11,False
2.01,1.37,13.15,Orange,8,2,False
7.97,3.81,11.99,Green,5,5,False
7.57,1.64,12.79,Blue,14,4,False
5.51,1.33,15.26,Blue,8,9,False
6.84,1.45,10.61,Purple,3,2,True
6.6,3.34,12.35,Purple,13,12,False
3.81,2.69,13.73,Blue,6,9,False
4.38,1.65,11.14,Blue,17,15,True
5.06,2.11,14.79,Red,15,14,False
5.54,2.71,14.65,Orange,7,9,False
9.88,2.51,13.29,Yellow,8,12,False
9.71,3.53,10.87,Red,15,15,False
8.59,4.79,11.16,Red,14,8,True
7.83,2.2,14,Green,1,4,False
8.31,3.82,8.33,Yellow,13,6,False
4.09,2.25,7.67,Yellow,10,17,True
9.55,3.98,12.96,Blue,12,12,False
5.17,2.73,12.61,Blue,7,6,False
3.82,3.02,8.51,Blue,15,12,False
3.47,3.5,11.03,Red,7,15,False
4.26,3.55,11.98,Orange,13,14,False
3.62,2.69,11.89,Red,1,6,False
8.38,3.62,8.41,Purple,3,1,False
6.11,3.44,10.97,Blue,14,4,False
3.66,1.23,10.95,Blue,12,14,False
8.69,3.19,12.28,Green,1,15,False
3.4,1.9,9.03,Green,4,11,False
4.91,1.72,8.69,Orange,2,15,False
4.1,1.75,8.61,Yellow,6,6,False
8.98,2.98,8.97,Blue,15,10,False
2.79,2.96,9.83,Blue,12,3,False
6.51,1.34,12.79,Blue,5,11,False
4.37,1.36,14.8,Yellow,6,13,False
3.48,2.86,11.23,Green,12,10,False
6.46,2.04,8.31,Green,6,11,False
4.13,3.66,12.39,Red,8,14,False
5.21,2.99,12.82,Blue,10,15,False
8.32,3.21,11.23,Purple,4,9,False
6.05,1.51,10.87,Yellow,6,14,False
2.9,2.65,10.17,Yellow,12,7,False
6.92,3.01,9.28,Orange,2,2,False
3.93,2.51,12.65,Purple,8,12,False
7.34,3.35,15.86,Green,3,9,True
7.15,2.32,13.94,Purple,9,10,False
6.89,3.71,15.44,Red,3,10,False
6.98,1.88,13.81,Pink,1,14,False
9.2,2.84,12.16,Red,3,8,False
9.07,3.32,9.79,Orange,15,5,False
3.59,3.35,12.45,Green,7,3,False
3.07,2.19,13.03,Yellow,12,15,True
7.63,3.37,12.35,Orange,13,5,True
8.89,3.92,15.51,Orange,5,6,False
3.71,3.34,6.81,Green,7,11,True
5.15,2.2,13.62,Blue,10,2,True
5.23,1.51,9.45,Yellow,8,10,False
2.47,4.8,4.39,Green,13,5,True
4.13,1.57,15.2,Yellow,10,3,False
9.59,1.08,8.8,Orange,11,5,False
7.99,3.72,15.39,Yellow,2,3,False
4,2.64,8.35,Green,6,7,False
8.64,3.58,13.92,Blue,1,12,False
3,1.45,10.45,Orange,1,10,False
8.45,2.36,15.98,Yellow,10,14,False
5.97,3.74,15.42,Yellow,13,8,False
2.44,2.87,11.56,Green,15,15,False
7.86,3.99,13.08,Pink,9,6,False
9.69,1.88,8.69,Blue,15,12,False
3.01,3.49,14.25,Blue,7,1,False
7.42,2.07,15.77,Pink,2,15,False
2.29,1.22,11.08,Blue,10,12,True
7.81,3.56,8.45,Green,13,9,False
5.26,1.64,8.94,Red,9,8,False
7.03,4.23,5.74,Green,4,2,True
7.59,2.72,11.42,Pink,10,2,False
9.13,3.04,8.74,Purple,9,7,False
11.2,5.16,6.16,Red,2,10,True
8,3.58,8.36,Yellow,9,4,True
8.79,2.01,10.28,Green,15,3,False
9.87,3.53,8.65,Purple,10,13,True
6.41,1.73,13.39,Red,12,3,False
9.76,1.38,13.37,Green,14,3,False
7.35,1.58,8.69,Green,7,14,False
9.32,2,11.47,Yellow,2,8,True
5.85,2.42,15.15,Red,12,13,False
7.19,2.28,10.06,Red,10,6,False
7.99,3.74,10.1,Purple,9,9,False
4.07,1.91,13.64,Orange,13,6,False
7.94,1.32,12.87,Blue,3,3,False
6.57,3.58,9.26,Orange,14,13,False
4.05,3.26,14.7,Red,2,1,False
3.62,1.46,15.95,Purple,8,8,False
4.14,3.59,13.46,Yellow,4,14,False
4.69,2.24,9.1,Blue,3,1,False
4.14,1.16,9.47,Purple,11,3,False
9.09,3.66,11.22,Orange,15,1,False
10.35,1.61,14.99,Red,15,10,True
4.2,5.65,6.17,Purple,12,12,True
3.13,3.31,8.7,Orange,7,2,False
9.33,2.77,10.75,Yellow,11,7,False
4.44,3.3,10.6,Pink,4,6,False
2.21,1.38,12.38,Green,11,1,False
3.9,3.85,10.45,Red,5,8,False
5.97,2.14,10.13,Pink,15,3,True
4.74,3.81,8.49,Purple,15,7,False
7.04,2.18,14.72,Orange,15,8,False
5.43,2.53,9.37,Pink,11,14,False
9.76,5.88,4.35,Green,2,12,True
3.94,2.33,12.28,Pink,8,14,False
8.64,2.41,14.02,Purple,5,15,False
7.48,1.73,13.08,Blue,1,5,False
8.78,2.52,11.45,Purple,5,9,True
2.33,1.25,8.73,Yellow,7,3,False
3.16,2.2,8.44,Orange,10,10,True
3.7,1.39,9.08,Red,9,13,False
8.73,1.11,11.66,Yellow,14,2,False
3.11,2.06,13.49,Yellow,2,4,False
7.24,1.38,9.88,Pink,12,10,False
3.12,2.34,9.8,Orange,3,14,False
8.92,3.23,11.43,Green,3,3,False
9.96,3.8,14.76,Yellow,13,9,False
8.6,3.06,15.12,Orange,3,10,False
9.18,2.17,10.06,Green,4,15,False
3.89,3.29,11.71,Purple,11,10,False
8.4,1.71,15.62,Yellow,14,8,False
4.56,4.94,9.75,Purple,12,10,True
6.48,1.07,8.42,Orange,12,4,False
