[2023/10/25:16:16:55] 10.10.132.238 ajax.aspnetcdn.com:443 GET / 301 551 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.89.232 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.89.232 www.globalsign.com:443 GET /en 200 15003 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.75.132 dc.services.visualstudio.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:11] 10.10.75.132 dc.services.visualstudio.com:443 GET / 404 392 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:11] 10.10.89.232 autologon.microsoftazuread-sso.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.89.232 autologon.microsoftazuread-sso.com:443 GET / 404 834 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.140.96 partnerservices.getmicrosoftkey.com:80 GET / 503 4249 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.75.132 yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.75.132 yammer.com:443 GET / 301 376 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.75.132 www.yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.75.132 www.yammer.com:443 GET / 200 3937 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.89.232 office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.89.232 office.com:443 GET / 301 376 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.89.232 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.89.232 www.office.com:443 GET / 200 42494 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.140.96 www.sway.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.140.96 www.sway.com:443 GET / 301 289 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.140.96 sway.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.140.96 sway.com:443 GET / 301 492 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:12] 10.10.140.96 sway.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:12] 10.10.140.96 sway.office.com:443 GET / 200 20942 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:13] 10.10.140.96 ocsp.globalsign.com:80 GET / 301 640 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:13] 10.10.140.96 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:13] 10.10.140.96 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:13] 10.10.140.96 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:13] 10.10.140.96 www.globalsign.com:443 GET /en 200 15003 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:13] 10.10.75.132 passwordreset.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:13] 10.10.75.132 passwordreset.microsoftonline.com:443 GET / 200 53070 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:14] 10.10.140.96 ocsp.digicert.com:80 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:16:17:14] 10.10.140.96 storage.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:16:17:14] 10.10.140.96 storage.live.com:443 GET / 400 630 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.75.132 cacerts.digicert.com:443 GET / 200 913 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.132.238 developer.microsoft.com:443 GET /graph 301 816 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.132.238 developer.microsoft.com:443 GET /en-us/graph 200 21202 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 o15.officeredir.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.140.96 o15.officeredir.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.46.50 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.140.96 www.office.com:443 GET / 200 42371 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.46.50 admin.microsoft.com:443 GET / 200 4896 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.132.238 activity.windows.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.161.168 teams.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.132.238 activity.windows.com:443 GET / 404 540 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.161.168 teams.microsoft.com:443 GET / 200 8630 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.75.132 passwordreset.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.132.238 eus-www.sway-extensions.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.75.132 passwordreset.microsoftonline.com:443 GET / 200 53068 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.46.50 r.office.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.46.50 r.office.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.46.50 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.46.50 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.132.238 eus-www.sway-extensions.com:443 GET / 404 358 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.46.50 www.office.com:443 GET / 200 42370 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 ocsp.globalsign.com:80 GET / 301 637 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.89.232 eus-www.sway-extensions.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:21] 10.10.140.96 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.140.96 www.globalsign.com:443 GET /en 200 14998 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:21] 10.10.89.232 eus-www.sway-extensions.com:443 GET / 404 358 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.89.232 signup.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 c.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 c.live.com:443 GET / 302 778 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.46.50 adminwebservice.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.46.50 adminwebservice.microsoftonline.com:443 GET / 404 576 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.161.168 c.bing.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 c.bing.com:443 GET /c.gif?ctsa=mr&CtsSyncId=0FB0D283C5034BF9972E0C3ACF4E7960&RedC=c.live.com&MXFR=07F717317CCF65C71053048478CF618F 302 1366 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.161.168 c.live.com:443 GET /c.gif?ctsa=mr&CtsSyncId=0FB0D283C5034BF9972E0C3ACF4E7960&MUID=12C909DBE763625806721A6EE62E63F1 200 1160 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.75.132 o15.officeredir.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.75.132 o15.officeredir.microsoft.com:443 GET / 302 751 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.75.132 www.office.com:80 GET / 302 481 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.75.132 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.75.132 www.office.com:443 GET / 200 42402 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.89.232 signup.live.com:443 GET / 302 1875 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.161.168 flow.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 flow.microsoft.com:443 GET / 307 488 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.161.168 make.powerautomate.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 make.powerautomate.com:443 GET / 200 3870 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.132.238 cdn.uci.officeapps.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.140.96 crl.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.140.96 crl.globalsign.com:443 GET / 301 826 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.140.96 www.globalsign.com:80 GET / 301 662 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.89.232 login.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.140.96 www.globalsign.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.140.96 www.globalsign.com:443 GET / 302 730 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.140.96 www.globalsign.com:443 GET /en/ 301 868 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.140.96 www.globalsign.com:443 GET /en 200 15003 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.132.238 cdn.uci.officeapps.live.com:443 GET / 400 852 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.89.232 login.live.com:443 GET /login.srf?wa=wsignin1.0&rpsnv=16&checkda=1&ct=1698248782&rver=7.3.6960.0&wp=MBI_SSL&wreply=https%3A%2F%2Fsignup.live.com%2F%3Flic%3D1&lc=1033&id=68692&mkt=en-US&uaid=bdea9148bb154ab38262c7b122810751 302 1411 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.161.168 logincert.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.161.168 logincert.microsoftonline.com:443 GET / 403 938 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.132.238 yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.132.238 yammer.com:443 GET / 301 376 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:22] 10.10.132.238 www.yammer.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:22] 10.10.46.50 compass-ssl.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.116.67 loginex.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.132.238 www.yammer.com:443 GET / 200 3937 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 defender.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.46.50 compass-ssl.microsoft.com:443 GET / 400 748 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.116.67 loginex.microsoftonline.com:443 GET / 302 1703 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.116.67 www.office.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.140.96 defender.microsoft.com:443 GET / 302 1022 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.116.67 www.office.com:443 GET /login 302 2541 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 security.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.140.96 security.microsoft.com:443 GET / 302 2229 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.116.67 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.132.238 signup.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.75.132 companymanager.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.116.67 login.microsoftonline.com:443 GET /common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638338455830760565.YmQ1MmJmYTEtMmU0NC00ZDU4LTkyMmYtMGMyODNhNTA2MWI5NTU5MTM0YTctMGI2Ni00ZTA5LWI3ZjQtODQ0ZWNmNjNmNGM4&ui_locales=en-US&mkt=en-US&client-request-id=4d91cfe9-6196-4f12-b94d-48fab63cfd13&state=QJkmgA1YqibDjCSWHSsnoh58435FEoQ2L80oXxS9oK9_C8D8ssSmakxgofkoPkcnyljTxGUhPoQ341ESOBDzzbP2HI8PEohiDjHhkxrkXvX-2k5cNvXNAZuEVol1fwczKX6xDT02ovHF3w0jPV7dMC6QH_NuPDNPMSPsZ9_Qg-PRInbcBT7MvzvJGKWly7fdPmB5J3Q0vUxcD6npVEEuNrvHtpsHjJOHj9h1fw39-YGsi4ruLb15qJqlIYAxZy0CQL14LTLAG2yntUtTm4AGjw&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0 200 9824 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 login.microsoftonline.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.140.96 login.microsoftonline.com:443 GET /common/oauth2/authorize?client_id=80ccca67-54bd-44ab-8625-4b79c4dc7775&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DCJTWOlcMMv_YEU_WVumRvWSfNjVYD6L2Qvg-faZnfYN_up8Lsv0EnRtfbLYj2QuXViHTn4H3eKV58mGFXim7bT0L1WSxGR9bULxjN_ivol8SCapIWVWJI_Nzre8KkPHEsxYMkmJhSzR-iw0e6sxgQg&response_mode=form_post&nonce=638338455831351642.MGU3ZGM0MGEtNWExMC00MmM0LWIzM2ItNGJkYmM2Y2I5M2IzOWVhODQzMmEtNDdlMi00NjgyLWI1YWItNzE1NjRhODU2MGUx&client-request-id=acecc9e3-3709-4223-aa44-ffa9e839a038&redirect_uri=https%3A%2F%2Fsecurity.microsoft.com%2F&x-client-SKU=ID_NET461&x-client-ver=6.22.1.0 200 9740 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.75.132 companymanager.microsoftonline.com:443 GET / 403 1833 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.132.238 signup.live.com:443 GET / 302 1876 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.132.238 login.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.140.96 msdn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.140.96 msdn.microsoft.com:443 GET / 301 795 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:23] 10.10.132.238 login.live.com:443 GET /login.srf?wa=wsignin1.0&rpsnv=16&checkda=1&ct=1698248783&rver=7.3.6960.0&wp=MBI_SSL&wreply=https%3A%2F%2Fsignup.live.com%2F%3Flic%3D1&lc=1033&id=68692&mkt=en-US&uaid=36982106344b483b83298b6093f52e31 302 1411 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.89.232 signup.live.com:443 GET /?lic=1 200 64051 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 learn.microsoft.com:443 GET / 301 980 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:23] 10.10.140.96 learn.microsoft.com:443 GET /en-us/ 200 10983 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.161.168 skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.75.132 admin.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.132.238 signup.live.com:443 GET /?lic=1 200 64059 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.75.132 admin.microsoft.com:443 GET / 200 4896 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.46.50 ssw.live.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.161.168 skype.com:443 GET / 301 335 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.161.168 www.skype.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.161.168 www.skype.com:443 GET / 301 357 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.132.238 technet.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.46.50 ssw.live.com:443 GET / 400 630 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.132.238 technet.microsoft.com:443 GET / 301 795 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.132.238 learn.microsoft.com:443 CONNECT - 200 0 "-"
[2023/10/25:15:46:24] 10.10.161.168 www.skype.com:443 GET /en/ 200 23231 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.132.238 learn.microsoft.com:443 GET / 301 980 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
[2023/10/25:15:46:24] 10.10.132.238 learn.microsoft.com:443 GET /en-us/ 200 10983 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
